"OBJECTID_1"	"INCIDENT_ID"	"OFFENSE_ID"	"OFFENSE_CODE"	"OFFENSE_CODE_EXTENSION"	"OFFENSE_TYPE_ID"	"OFFENSE_CATEGORY_ID"	"FIRST_OCCURENCE_DATE"	"LAST_OCCURENCE_DATE"	"REPORTED_DATE"	"INCIDENT_ADDRESS"	"GEO_X"	"GEO_Y"	"GEO_LON"	"GEO_LAT"	"DISTRICT_ID"	"PRECINCT_ID"	"NEIGHBORHOOD_ID"	"BICYCLE_IND"	"PEDESTRIAN_IND"
117887	2017465383	201746538354410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-14 16:27:00"	""	"2017-07-14 16:35:00"	"S FEDERAL BLVD / W VIRGINIA AVE"	3133617	1682968	-105.0250876	39.7075897	4	412	"Westwood"	0	0
117888	2017465432	201746543254410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-14 16:56:00"	""	"2017-07-14 18:11:00.000001"	"I225 HWYSB / I25 HWYSB"	3167559	1654761	-104.9051077	39.6296058	3	323	"Southmoor Park"	0	0
117889	2017465461	201746546154410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-14 16:45:00"	""	"2017-07-14 18:09:00"	"E 8TH AVE / N MONACO ST"	3165259	1691053	-104.91244	39.7292766	2	222	"Montclair"	0	0
117890	2017465470	201746547054410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-14 17:00:00"	""	"2017-07-14 17:00:00"	"N COLORADO BLVD / E 1ST AVE"	3157333	1686820	-104.9407119	39.7177936	3	312	"Cherry Creek"	0	0
117891	2017465542	201746554254410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-14 17:35:00"	""	"2017-07-14 17:35:00"	"100 BLOCK W EVANS AVE"	3143723	1672406	-104.9893797	39.678444	3	313	"Overland"	0	0
117892	2017465556	201746555654010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-14 18:30:00"	""	"2017-07-14 18:30:00"	"1400 BLOCK N LIPAN ST"	3140207	1694301	-105.0014443	39.7386041	1	123	"Lincoln Park"	0	0
117893	2017465631	201746563154410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-14 18:06:00"	""	"2017-07-14 18:06:00"	"7200 BLOCK E 1ST AVE"	3167568	1687068	-104.9043237	39.7182958	3	321	"Lowry Field"	0	0
117894	2017465637	201746563754010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-14 17:39:00.000001"	""	"2017-07-14 18:48:00"	"200 BLOCK N COLORADO BLVD"	3157434	1687461	-104.9403388	39.7195516	3	321	"Hilltop"	0	0
117895	2017465647	201746564754010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-14 16:50:00"	""	"2017-07-14 18:50:00"	"27TH ST / STOUT ST"	3146266	1700723	-104.979769	39.7561403	2	211	"Five Points"	0	0
117896	2017465649	201746564954410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-14 18:12:00"	""	"2017-07-14 19:34:00"	"N VALLEJO ST / W 29TH AVE"	3136877	1701495	-105.0131479	39.7584025	1	113	"Highland"	0	0
117897	2017465680	201746568054010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-14 18:25:00"	""	"2017-07-14 18:53:00.000001"	"12100 BLOCK E ALBROOK DR"	3184295	1710261	-104.8442689	39.7816478	5	512	"Montbello"	0	0
117898	2017465759	201746575954010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-14 18:56:00.000001"	""	"2017-07-14 18:56:00.000001"	"200 BLOCK N FOX ST"	3142033	1687585	-104.9950841	39.7201397	3	311	"Baker"	0	0
117899	2017465793	201746579354410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-14 19:06:00"	""	"2017-07-14 19:06:00"	"I70 HWYWB / N BRIGHTON BLVD"	3149779	1709487	-104.9670916	39.7801429	2	212	"Elyria Swansea"	0	0
117900	2017465837	201746583754010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-14 19:22:00"	""	"2017-07-14 19:22:00"	"3996 E EVANS AVE"	3157232	1672185	-104.9413908	39.6776191	3	313	"University Park"	0	0
117901	2017465853	201746585354200	5420	0	"TRF-ACDT-DUI"	"TRAF - ACCIDENT - DUI/DUID"	"2017-07-14 19:28:00"	""	"2017-07-14 19:28:00"	"N CHAMBERS RD / E GVR BLVD"	3193977	1711100	-104.8097984	39.783754	5	512	"Montbello"	0	0
117902	2017465939	201746593954200	5420	0	"TRF-ACDT-DUI"	"TRAF - ACCIDENT - DUI/DUID"	"2017-07-14 20:12:00"	""	"2017-07-14 21:33:00"	"I25 HWYSB / WB 6TH TO SB I25 RAMP"	3137014	1689293	-105.0128934	39.7249037	3	311	"Baker"	0	0
117903	2017466134	201746613454410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-14 22:10:00"	""	"2017-07-14 22:57:00.000001"	"MARKET ST / 15TH ST"	3140735	1698068	-104.999493	39.7489372	6	612	"Union Station"	0	0
117904	2017466412	201746641254200	5420	0	"TRF-ACDT-DUI"	"TRAF - ACCIDENT - DUI/DUID"	"2017-07-14 23:30:00"	""	"2017-07-14 23:30:00"	"3000 BLOCK N MARION ST"	3148433	1702185	-104.9720315	39.7601194	2	211	"Whittier"	0	0
117905	2017466516	201746651654010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-15 00:15:00"	""	"2017-07-15 14:46:00"	"I25 HWYNB / 15TH ST"	3137743	1701013	-105.010077	39.7570665	1	113	"Highland"	0	0
117906	2017466733	201746673354010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-15 02:11:00"	""	"2017-07-15 02:11:00"	"W 8TH AVE / N XAVIER ST"	3126612	1690902	-105.0498452	39.7294681	1	122	"Villa Park"	0	0
117907	2017467185	201746718554410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 08:45:00"	""	"2017-07-15 09:19:00"	"3400 BLOCK N BRYANT ST"	3135250	1703902	-105.0188895	39.7650339	1	113	"Highland"	0	0
117908	2017467262	201746726254410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 09:55:00"	""	"2017-07-15 10:47:00"	"I70 HWYWB / N HAVANA ST"	3178233	1708104	-104.8658907	39.7758447	5	511	"Stapleton"	0	0
117909	2017467370	201746737054410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 11:29:00"	""	"2017-07-15 12:37:00"	"W 23RD AVE / N CLAY ST"	3134816	1698862	-105.0205279	39.7512045	1	121	"Jefferson Park"	0	0
117910	2017467382	201746738254410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 11:35:00"	""	"2017-07-15 11:36:00"	"2100 BLOCK S HOLLY ST"	3162728	1672411	-104.9218602	39.6781451	3	322	"Goldsmith"	0	0
117911	2017467423	201746742354010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-15 11:55:00.000001"	""	"2017-07-15 14:17:00"	"745 N COLORADO BLVD"	3157207	1690687	-104.9410752	39.7284114	2	213	"Congress Park"	0	0
117912	2017467440	201746744054410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 12:19:00"	""	"2017-07-15 12:19:00"	"E 11TH AVE / N LINCOLN ST"	3144523	1692592	-104.9861319	39.7338465	6	623	"Capitol Hill"	1	0
117913	2017467485	201746748554410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 12:55:00"	""	"2017-07-15 13:31:00"	"I25 HWYNB / W 6TH AVE"	3136918	1689574	-105.0132293	39.7256765	1	123	"Baker"	0	0
117914	2017467492	201746749254410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 12:55:00"	""	"2017-07-15 13:01:00"	"I70 HWYWB / I25 HWYSB"	3143463	1709496	-104.989563	39.7802672	1	112	"Globeville"	0	0
117915	2017467679	201746767954010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-15 14:50:00"	""	"2017-07-15 16:12:00.000001"	"8090 E QUINCY AVE"	3170281	1657885	-104.8953702	39.6381327	3	323	"Hampden South"	0	0
117916	2017467712	201746771254410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 15:05:00"	""	"2017-07-15 15:05:00"	"N NORTHFIELD QUEBEC ST / I270 HWYEB"	3168452	1710654	-104.9006282	39.783027	5	511	"Stapleton"	0	0
117917	2017467824	201746782454010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-15 11:40:00"	""	"2017-07-15 16:05:00"	"3000 E 1ST AVE"	3153340	1686622	-104.9549101	39.7173167	3	312	"Cherry Creek"	0	0
117918	2017467875	201746787554410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 16:30:00"	""	"2017-07-15 17:44:00"	"I25 HWYNB / S SANTA FE DR"	3141677	1682885	-104.9964423	39.7072426	3	311	"Baker"	0	0
117919	2017468018	201746801854410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 17:28:00"	""	"2017-07-15 17:30:00"	"N SPEER BLVD / LARIMER ST"	3140197	1697145	-105.0014243	39.7464115	1	123	"Auraria"	0	0
117920	2017468047	201746804754410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 15:35:00"	""	"2017-07-15 18:47:00"	"1600 BLOCK STOUT ST"	3142689	1696944	-104.9925663	39.7458219	6	611	"CBD"	0	0
117921	2017468094	201746809454413	5441	3	"TRAF-ACCIDENT-"	"TRAF - ACCIDENT - POLICE"	"2017-07-15 17:00:00"	""	"2017-07-15 17:55:00.000001"	"3015 E COLFAX AVE"	3154159	1695062	-104.9518178	39.7404725	2	213	"City Park"	0	0
117922	2017468108	201746810854410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 18:02:00"	""	"2017-07-15 19:02:00"	"S FEDERAL BLVD / W AMHERST AVE"	3133688	1667575	-105.0251212	39.6653312	4	423	"Harvey Park South"	0	0
117923	2017468179	201746817954010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-15 16:30:00"	""	"2017-07-15 18:39:00"	"W CROSS DR / S WADSWORTH BLVD"	3115141	1648935	-105.0912997	39.6144066	4	423	"Marston"	0	0
117924	2017468188	201746818854410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 18:41:00"	""	"2017-07-15 18:41:00"	"I70 HWYEB / N HAVANA ST"	3178234	1708027	-104.865889	39.7756333	5	511	"Stapleton"	0	0
117925	2017468290	201746829054410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 19:20:00"	""	"2017-07-15 20:53:00"	"1200 BLOCK N SPEER BLVD"	3142060	1693294	-104.9948753	39.7358116	6	611	"Civic Center"	0	0
117926	2017468315	201746831554412	5441	2	"TRAF-ACCIDENT-"	"TRAF - ACCIDENT - FATAL"	"2017-07-15 19:36:00"	""	"2017-07-15 19:36:00"	"12300 BLOCK E ALBROOK DR"	3183998	1710284	-104.845325	39.7817168	5	512	"Montbello"	0	1
117927	2017468434	201746843454410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-13 16:00:00"	""	"2017-07-15 20:38:00"	"3440 N GILPIN ST"	3149879	1704096	-104.9668484	39.7653422	2	211	"Cole"	0	0
117928	2017468448	201746844854410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 20:43:00"	""	"2017-07-16 00:31:00"	"500 BLOCK S DECATUR ST"	3134382	1682880	-105.0223702	39.7073371	4	412	"Athmar Park"	0	0
117929	2017468647	201746864754010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-15 22:15:00"	""	"2017-07-15 23:28:00"	"200 BLOCK S SHERIDAN BLVD"	3125805	1684907	-105.0528192	39.7130215	4	411	"Barnum West"	0	0
117930	2017468693	201746869354410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-15 22:40:00"	""	"2017-07-15 23:25:00"	"2400 BLOCK N SPEER BLVD"	3137180	1700339	-105.0120923	39.7552246	1	113	"Highland"	0	0
117931	2017468904	201746890454010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-16 00:00:00"	""	"2017-07-16 00:42:00"	"E COLFAX AVE / N PENNSYLVANIA ST"	3145924	1694851	-104.9811047	39.7400261	6	623	"Capitol Hill"	0	0
117932	2017469056	201746905654010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-16 01:44:00"	""	"2017-07-16 03:30:00"	"14TH ST / CURTIS ST"	3141393	1696755	-104.9971788	39.7453228	6	611	"CBD"	0	0
117933	2017469252	201746925254010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-16 03:59:00"	""	"2017-07-16 03:59:00"	"E 13TH AVE / N NIAGARA ST"	3165785	1693967	-104.9105027	39.7372667	2	223	"Montclair"	0	0
117934	2017469278	201746927854010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-16 04:30:00"	""	"2017-07-16 04:30:00"	"E 46TH AVE / N BRIGHTON BLVD"	3149859	1709736	-104.9668018	39.7808252	2	212	"Elyria Swansea"	0	0
117935	2017469547	201746954754010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-16 00:01:00"	""	"2017-07-16 09:33:00"	"E 47TH AVE / N WALDEN ST"	3203045	1710456	-104.7775526	39.7817926	5	513	"Gateway - Green Valley Ranch"	0	0
117965	2017545981	201754598154410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-10 13:47:00"	""	"2017-07-10 15:39:00"	"1400 BLOCK PLATTE ST"	3137670	1700433	-105.0103478	39.7554754	1	113	"Highland"	0	0
118077	2017469673	201746967354010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-16 01:10:00"	""	"2017-07-16 13:25:00.000001"	"5380 N BRIGHTON BLVD"	3153276	1714623	-104.95454	39.7941849	2	212	"Elyria Swansea"	0	0
118078	2017469706	201746970654410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 11:35:00"	""	"2017-07-16 12:27:00.000001"	"S COLORADO BLVD / E IOWA AVE"	3157417	1675782	-104.9406549	39.6874906	3	312	"Cory - Merrill"	0	0
118079	2017469724	201746972454410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 11:53:00"	""	"2017-07-16 12:06:00"	"276 N BROADWAY ST"	3144348	1687793	-104.9868505	39.7206751	3	311	"Speer"	0	2
118080	2017469810	201746981054010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-16 12:46:00"	""	"2017-07-16 16:55:00"	"S FEDERAL BLVD / W AMHERST AVE"	3133688	1667575	-105.0251212	39.6653312	4	423	"Harvey Park South"	0	0
118081	2017469868	201746986854410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 13:13:00"	""	"2017-07-16 13:54:00.000001"	"5500 BLOCK N PEORIA ST"	3183462	1715944	-104.8470873	39.7972646	5	512	"Montbello"	0	0
118082	2017469977	201746997754410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 14:15:00"	""	"2017-07-16 14:37:00"	"I25 HWYNB / W COLFAX AVE"	3136687	1694909	-105.0139491	39.7403255	1	123	"Lincoln Park"	0	0
118083	2017469986	201746998654410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 14:20:00"	""	"2017-07-16 14:20:00"	"E COLFAX AVE / N FRANKLIN ST"	3149479	1694866	-104.9684633	39.7400108	6	622	"Cheesman Park"	0	0
118084	2017470089	201747008954410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 15:18:00"	""	"2017-07-16 16:01:00"	"S BALSAM WAY / W TUFTS AVE"	3115468	1655677	-105.090031	39.6329114	4	423	"Marston"	0	0
118085	2017470171	201747017154410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 16:10:00"	""	"2017-07-16 16:10:00"	"E COLFAX AVE / N SYRACUSE ST"	3169083	1695040	-104.8987507	39.7401529	2	223	"East Colfax"	0	0
118086	2017470192	201747019254410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 16:20:00"	""	"2017-07-16 16:20:00"	"N COLORADO BLVD / E 16TH AVE"	3157294	1695616	-104.940658	39.7419409	2	213	"City Park"	0	0
118087	2017470268	201747026854410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 16:55:00"	""	"2017-07-16 17:56:00"	"S COLORADO BLVD / E CHERRY CREEK N DR"	3157347	1683013	-104.9407454	39.7073424	3	312	"Belcaro"	0	0
118088	2017470487	201747048754010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-16 18:56:00.000001"	""	"2017-07-16 20:59:00"	"W COLFAX AVE / 12TH ST"	3141939	1694849	-104.9952748	39.7400822	6	611	"Civic Center"	0	0
118089	2017470634	201747063454410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 20:09:00"	""	"2017-07-16 21:53:00.000001"	"S FEDERAL BLVD / W CORNELL AVE"	3133686	1666405	-105.02515	39.6621192	4	423	"Harvey Park South"	0	0
118090	2017470663	201747066354412	5441	2	"TRAF-ACCIDENT-"	"TRAF - ACCIDENT - FATAL"	"2017-07-16 20:20:00"	""	"2017-07-16 22:02:00"	"4800 BLOCK E MISSISSIPPI AVE"	3160404	1679107	-104.9299674	39.6965674	3	322	"Virginia Village"	0	1
118091	2017470685	201747068554200	5420	0	"TRF-ACDT-DUI"	"TRAF - ACCIDENT - DUI/DUID"	"2017-07-16 20:41:00"	""	"2017-07-16 20:41:00"	"2700 BLOCK N RACE ST"	3150949	1700662	-104.9631144	39.7558981	2	211	"Whittier"	0	0
118092	2017470727	201747072754410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-16 21:09:00"	""	"2017-07-16 21:09:00"	"S SANTA FE DR / W IOWA AVE"	3142948	1675727	-104.9920671	39.6875729	3	313	"Overland"	0	0
118093	2017470803	201747080354200	5420	0	"TRF-ACDT-DUI"	"TRAF - ACCIDENT - DUI/DUID"	"2017-07-16 21:50:00"	""	"2017-07-16 23:53:00"	"2797 WEWATTA WAY"	3143712	1703402	-104.9887991	39.7635344	6	612	"Five Points"	0	0
118094	2017471055	201747105554010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 00:36:00"	""	"2017-07-17 00:36:00"	"I25 HWYNB / 20TH ST"	3139350	1702436	-105.0043337	39.7609489	1	113	"Highland"	0	0
118095	2017471061	201747106154410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 00:30:00"	""	"2017-07-17 01:34:00"	"S PLATTE RIVER DR / W MISSISSIPPI AVE"	3142682	1679036	-104.9929467	39.6966609	4	422	"Ruby Hill"	0	0
118096	2017471340	201747134054010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 05:19:00"	""	"2017-07-17 06:13:00"	"I25 HWYNB / W 6TH AVE"	3136918	1689574	-105.0132293	39.7256765	1	123	"Baker"	0	0
118097	2017471350	201747135054010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 06:10:00"	""	"2017-07-17 09:49:00"	"S PLATTE RIVER DR / S SANTA FE DR"	3142319	1677831	-104.9942605	39.6933585	4	422	"Ruby Hill"	0	0
118098	2017471451	201747145154410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 07:18:00"	""	"2017-07-17 07:20:00"	"E BELLEVIEW AVE / S MONACO ST"	3165681	1652767	-104.9118209	39.6241653	3	323	"Southmoor Park"	0	0
118099	2017471513	201747151354410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 08:05:00"	""	"2017-07-17 09:18:00"	"I25 HWYNB / PARK AVEW"	3141968	1705025	-104.9949705	39.7680166	1	112	"Globeville"	0	0
118100	2017471551	201747155154410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 08:25:00"	""	"2017-07-17 09:17:00"	"S NIAGARA ST / E CHENANGO AVE"	3166505	1653203	-104.9088857	39.6253476	3	323	"Southmoor Park"	0	0
118101	2017471618	201747161854010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 08:53:00"	""	"2017-07-17 09:30:00"	"E 18TH AVE / N HUMBOLDT ST"	3149127	1696617	-104.9696787	39.7448233	6	622	"City Park West"	0	0
118102	2017471655	201747165554410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 11:00:00"	""	"2017-07-17 11:00:00"	"900 BLOCK N CORONA ST"	3147939	1691520	-104.9740082	39.73085	6	623	"Capitol Hill"	0	0
118103	2017471781	201747178154410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 10:23:00"	""	"2017-07-17 11:15:00"	"I25 HWYNB / W ALAMEDA AVE"	3140977	1684324	-104.998902	39.7112036	3	311	"Baker"	0	0
118104	2017471796	201747179654010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 10:25:00.000001"	""	"2017-07-17 10:29:00"	"2160 S HOLLY ST"	3162803	1672026	-104.9216025	39.6770869	3	322	"Goldsmith"	0	0
118105	2017471831	201747183154010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-14 10:00:00"	""	"2017-07-17 10:45:00"	"8270 E NORTHFIELD BLVD"	3170685	1709976	-104.8926992	39.7811251	5	511	"Stapleton"	0	0
118106	2017471852	201747185254410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 10:54:00.000001"	""	"2017-07-17 11:03:00"	"W 11TH AVE / N BANNOCK ST"	3143365	1692591	-104.9902492	39.7338617	6	611	"Civic Center"	0	0
118107	2017471884	201747188454410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 11:05:00"	""	"2017-07-17 11:08:00"	"6190 E EVANS AVE"	3164294	1672433	-104.9162962	39.678178	3	322	"Goldsmith"	0	0
118108	2017471916	201747191654010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 11:22:00"	""	"2017-07-17 11:59:00"	"1799 N PENNSYLVANIA ST"	3145765	1696511	-104.9816364	39.7445855	6	621	"North Capitol Hill"	0	0
118109	2017471923	201747192354010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 11:27:00"	""	"2017-07-17 12:27:00.000001"	"I25 HWYSB / N SPEER BLVD"	3137010	1700390	-105.012696	39.7553671	1	121	"Jefferson Park"	0	0
118110	2017472038	201747203854010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 12:00:00"	""	"2017-07-17 12:24:00.000001"	"1032 E 24TH AVE"	3148004	1699148	-104.97362	39.7517892	2	211	"Five Points"	0	0
118111	2017472097	201747209754410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 12:54:00"	""	"2017-07-17 14:41:00"	"W 47TH AVE / N PECOS ST"	3138716	1710092	-105.0064409	39.7819753	1	111	"Sunnyside"	0	0
118112	2017472119	201747211954010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 13:05:00"	""	"2017-07-17 13:28:00"	"0 BLOCK W MISSISSIPPI AVE"	3144055	1679010	-104.988068	39.6965684	3	311	"Overland"	0	0
118113	2017472249	201747224954010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 10:15:00"	""	"2017-07-17 14:36:00"	"2375 E 1ST AVE"	3152768	1687025	-104.9569348	39.7184324	3	312	"Cherry Creek"	0	0
118114	2017472282	201747228254410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 14:09:00"	""	"2017-07-17 14:41:00"	"S QUEBEC ST / E IOWA AVE"	3167862	1675807	-104.9035414	39.6873768	3	322	"Washington Virginia Vale"	0	0
118115	2017472304	201747230454410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 14:20:00"	""	"2017-07-17 14:20:00"	"3700 BLOCK N ZENOBIA ST"	3126008	1704818	-105.0517484	39.7676782	1	113	"West Highland"	0	0
118116	2017472311	201747231154010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 14:22:00"	""	"2017-07-17 15:14:00"	"W 8TH AVE / I25 HWYSB"	3136397	1690899	-105.0150564	39.7293216	1	122	"Lincoln Park"	0	0
118117	2017472337	201747233754410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 14:35:00"	""	"2017-07-17 15:13:00"	"S BROADWAY ST / W KENTUCKY AVE"	3144214	1680338	-104.9874763	39.7002116	3	311	"Baker"	0	0
118118	2017472419	201747241954410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 16:13:00"	""	"2017-07-17 16:56:00"	"I70 HWYWB / N HOLLY ST"	3162373	1708949	-104.9222959	39.7784547	2	221	"Northeast Park Hill"	0	0
118119	2017472447	201747244754010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 15:19:00"	""	"2017-07-17 17:06:00"	"N PERRY ST / W 1ST AVE"	3129485	1686792	-105.0397047	39.7181457	4	411	"Barnum West"	0	0
118120	2017472476	201747247654410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 15:31:00"	""	"2017-07-17 15:31:00"	"3300 BLOCK N FEDERAL BLVD"	3133511	1703447	-105.0250838	39.7638099	1	113	"Highland"	0	0
118121	2017472527	201747252754410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 15:51:00"	""	"2017-07-17 16:33:00"	"I25 HWYNB / W ALAMEDA AVE"	3140977	1684324	-104.998902	39.7112036	3	311	"Baker"	0	0
118122	2017472540	201747254054010	5401	0	"TRAF-HIT & RUN"	"TRAF - ACCIDENT - HIT & RUN"	"2017-07-17 11:50:00"	""	"2017-07-17 16:28:00"	"200 BLOCK W COLFAX AVE"	3143142	1694804	-104.990998	39.7399402	6	611	"Civic Center"	0	0
118123	2017472565	201747256554410	5441	0	"TRF-ACCIDENT"	"TRAF - ACCIDENT"	"2017-07-17 16:08:00"	""	"2017-07-17 16:08:00"	"N FEDERAL BLVD / W 41ST AVE"	3133452	1706771	-105.0252319	39.7729357	1	111	"Berkeley"	0	0
